"id","year","month","casenumber","disease","animalspecies","datestart","dateend","country","nuts","districtcode","postcode","unit","value","annotation","sourceid"
"566","2018","7",NULL,"American foulbrood of honey bees","1341976","2018-07-02","2018-08-02","BEL","BE323",NULL,"7332","number","1",NULL,"78"
"567","2018","7",NULL,"American foulbrood of honey bees","1341976","2018-07-11","2018-08-02","BEL","BE323",NULL,"7332","number","1",NULL,"78"
"568","2018","7",NULL,"American foulbrood of honey bees","1341976","2018-07-23","2018-09-14","BEL","BE241",NULL,"1670","number","1",NULL,"78"
"569","2018","8",NULL,"American foulbrood of honey bees","1341976","2018-08-07","2018-10-17","BEL","BE342",NULL,"6637","number","1",NULL,"78"
"570","2018","8",NULL,"American foulbrood of honey bees","1341976","2018-08-09","2018-10-17","BEL","BE341",NULL,"6700","number","1",NULL,"78"
"571","2018","9",NULL,"American foulbrood of honey bees","1341976","2018-09-03","2019-04-29","BEL","BE241",NULL,"1880","number","1",NULL,"78"
"572","2018","9",NULL,"American foulbrood of honey bees","1341976","2018-09-11","2018-10-17","BEL","BE342",NULL,"6637","number","1",NULL,"78"
"573","2018","9",NULL,"American foulbrood of honey bees","1341976","2018-09-14","2019-10-10","BEL","BE323",NULL,"7300","number","1",NULL,"78"
"574","2018","11",NULL,"American foulbrood of honey bees","1341976","2018-11-14","2019-04-29","BEL","BE241",NULL,"1880","number","1",NULL,"78"
"575","2019","5",NULL,"American foulbrood of honey bees","1341976","2019-05-20","2019-08-13","BEL","BE323",NULL,"7332","number","1",NULL,"78"
"576","2019","5",NULL,"American foulbrood of honey bees","1341976","2019-05-23","2019-08-13","BEL","BE323",NULL,"7332","number","1",NULL,"78"
"577","2019","5",NULL,"American foulbrood of honey bees","1341976","2019-05-24","2019-08-13","BEL","BE323",NULL,"7332","number","1",NULL,"78"
"578","2019","6",NULL,"American foulbrood of honey bees","1341976","2019-06-27","2019-08-29","BEL","BE341",NULL,"6700","number","1",NULL,"78"
"579","2019","7",NULL,"American foulbrood of honey bees","1341976","2019-07-01","2020-04-28","BEL","BE341",NULL,"6780","number","1",NULL,"78"
"580","2019","7",NULL,"American foulbrood of honey bees","1341976","2019-07-08","2020-04-28","BEL","BE341",NULL,"6700","number","1",NULL,"78"
"581","2019","7",NULL,"American foulbrood of honey bees","1341976","2019-07-09","2020-04-28","BEL","BE342",NULL,"6637","number","1",NULL,"78"
"582","2019","7",NULL,"American foulbrood of honey bees","1341976","2019-07-16","2019-08-29","BEL","BE341",NULL,"6700","number","1",NULL,"78"
"583","2019","9",NULL,"American foulbrood of honey bees","1341976","2019-09-03","2020-05-06","BEL","BE345",NULL,"6810","number","1",NULL,"78"
"584","2019","9",NULL,"American foulbrood of honey bees","1341976","2019-09-16","2020-05-06","BEL","BE345",NULL,"6810","number","1",NULL,"78"
"585","2020","4",NULL,"American foulbrood of honey bees","1341976","2020-04-08","2020-05-06","BEL","BE345",NULL,"6810","number","1",NULL,"78"
"586","2020","4",NULL,"American foulbrood of honey bees","1341976","2020-04-20","2020-05-06","BEL","BE345",NULL,"6810","number","1",NULL,"78"
"587","2020","6",NULL,"American foulbrood of honey bees","1341976","2020-06-15","2021-11-26","BEL","BE353",NULL,"5621","number","1",NULL,"78"
"588","2020","6",NULL,"American foulbrood of honey bees","1341976","2020-06-16","2020-09-08","BEL","BE345",NULL,"6810","number","1",NULL,"78"
"589","2020","7",NULL,"American foulbrood of honey bees","1341976","2020-07-10","2021-11-26","BEL","BE32B",NULL,"6280","number","1",NULL,"78"
"590","2020","7",NULL,"American foulbrood of honey bees","1341976","2020-07-28","2021-11-26","BEL","BE32B",NULL,"6280","number","1",NULL,"78"
"591","2020","7",NULL,"American foulbrood of honey bees","1341976","2020-07-30","2021-11-26","BEL","BE32B",NULL,"6280","number","1",NULL,"78"
"592","2021","5",NULL,"American foulbrood of honey bees","1341976","2021-05-10","2021-07-29","BEL","BE352",NULL,"5081","number","1",NULL,"79"
"593","2021","6",NULL,"American foulbrood of honey bees","1341976","2021-06-14","2021-07-23","BEL","BE236",NULL,"9160","number","1",NULL,"79"
"594","2021","7",NULL,"American foulbrood of honey bees","1341976","2021-07-27","2021-09-02","BEL","BE241",NULL,"1785","number","1",NULL,"79"
"595","2021","8",NULL,"American foulbrood of honey bees","1341976","2021-08-18","2022-06-30","BEL","BE32B",NULL,"6180","number","1",NULL,"79"
"596","2022","6",NULL,"American foulbrood of honey bees","1341976","2022-06-28","2022-08-05","BEL","BE351",NULL,"5555","number","1",NULL,"79"
"597","2022","7",NULL,"American foulbrood of honey bees","1341976","2022-07-14","2022-08-05","BEL","BE351",NULL,"5555","number","1",NULL,"79"
